PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P380
Station name, OITCampus_OR2005
Begin Date, 2005-04-02
End Date, 2026-06-18
Release Date, 2026-06-19
Source file, P380.cwu.nam14.pos
Offset from source file, 34.14 mm North, -11.84 mm East, -7.69 mm Vertical
Reference position, 42.2596703428 North Latitude, -121.7796981421 East Longitude, 1390.82462 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-02-25,16.71, -4.26, -2.54, 2.09, 1.56, 7.1, repro,
2008-02-26,17.02, -4.44, -13.75, 2.08, 1.57, 7.09, repro,
2008-02-27,16.36, -4.99, -8.08, 2.11, 1.6, 7.18, repro,
2008-02-28,17.86, -4.73, -10.26, 2.21, 1.68, 7.67, repro,
2008-02-29,15.94, -4.52, -7.19, 2.11, 1.6, 7.2, repro,
2008-03-01,16.40, -4.14, -1.70, 2.08, 1.57, 7.11, repro,
2008-03-02,16.50, -3.58, -8.64, 2.17, 1.64, 7.49, repro,
2008-03-03,16.56, -6.56, -11.01, 2.09, 1.56, 7.1, repro,
2008-03-04,15.20, -4.25, -8.30, 2.17, 1.68, 7.4, repro,
2008-03-05,17.58, -4.03, -6.97, 2.17, 1.68, 7.55, repro,
2008-03-06,16.95, -3.82, -9.57, 2.2, 1.68, 7.55, repro,
2008-03-07,17.72, -3.98, -12.29, 2.08, 1.55, 7.06, repro,
2008-03-08,17.13, -4.00, -8.19, 2.14, 1.62, 7.41, repro,
2008-03-09,17.19, -4.97, -9.37, 2.17, 1.66, 7.61, repro,
2008-03-10,15.06, -5.70, -6.52, 2.12, 1.6, 7.28, repro,
2008-03-11,18.87, -4.70, -7.91, 2.08, 1.55, 7.06, repro,
2008-03-12,16.98, -4.31, -10.45, 2.09, 1.6, 7.2, repro,
2008-03-13,16.07, -4.32, 1.81, 2.09, 1.59, 7.17, repro,
2008-03-14,17.00, -4.84, -3.70, 2.17, 1.65, 7.64, repro,
2008-03-15,16.23, -5.14, -5.14, 2.27, 1.77, 8.09, repro,
2008-03-16,16.76, -4.37, 3.03, 2.28, 1.75, 7.97, repro,
2008-03-17,16.23, -4.04, -4.20, 2.19, 1.71, 7.75, repro,
2008-03-18,17.33, -6.37, -5.53, 2.15, 1.65, 7.48, repro,
2008-03-19,17.24, -3.62, -0.78, 2.1, 1.59, 7.17, repro,
2008-03-20,16.62, -4.77, -5.75, 2.18, 1.64, 7.48, repro,
2008-03-21,17.59, -6.08, -10.97, 2.13, 1.6, 7.29, repro,
2008-03-22,18.13, -4.63, -14.69, 2.16, 1.63, 7.39, repro,
2008-03-23,16.96, -4.65, -14.14, 2.19, 1.67, 7.59, repro,
2008-03-24,17.93, -5.73, -9.14, 2.11, 1.59, 7.22, repro,
2008-03-25,17.56, -4.89, -3.41, 2.15, 1.63, 7.39, repro,
2008-03-26,15.20, -4.43, -2.75, 2.15, 1.63, 7.37, repro,
2008-03-27,17.68, -3.67, -10.82, 2.19, 1.65, 7.51, repro,
2008-03-28,15.55, -5.04, -6.51, 2.16, 1.62, 7.33, repro,
2008-03-29,17.90, -5.43, -5.31, 2.11, 1.56, 7.14, repro,
2008-03-30,18.93, -5.34, -6.78, 2.14, 1.6, 7.25, repro,
2008-03-31,17.63, -5.16, -7.34, 2.21, 1.66, 7.59, repro,
2008-04-01,17.71, -4.88, -9.99, 2.1, 1.54, 7.04, repro,
2008-04-02,17.79, -4.88, -9.01, 2.2, 1.6, 7.44, repro,
2008-04-03,17.93, -5.50, -2.98, 2.14, 1.59, 7.32, repro,
2008-04-04,16.58, -5.11, -7.83, 2.14, 1.59, 7.27, repro,
2008-04-05,17.59, -3.69, -4.10, 2.11, 1.6, 7.27, repro,
2008-04-06,17.50, -6.64, -6.03, 2.21, 1.68, 7.59, repro,
2008-04-07,18.05, -5.25, -8.24, 2.1, 1.54, 7.09, repro,
2008-04-08,17.55, -5.12, -10.34, 2.12, 1.58, 7.32, repro,
2008-04-09,17.71, -5.18, -1.88, 2.11, 1.56, 7.17, repro,
2008-04-10,17.43, -4.79, -12.83, 2.1, 1.57, 7.19, repro,
2008-04-11,18.08, -5.16, -14.61, 2.09, 1.54, 7.08, repro,
2008-04-12,18.87, -4.86, -13.76, 2.09, 1.54, 7.11, repro,
2008-04-13,17.59, -4.76, -8.68, 2.11, 1.56, 7.18, repro,
2008-04-14,19.03, -5.26, 2.90, 2.1, 1.56, 7.18, repro,
2008-04-15,18.04, -6.33, -2.79, 2.18, 1.66, 7.51, repro,
2008-04-16,17.24, -5.09, -6.36, 2.15, 1.62, 7.34, repro,
2008-04-17,17.89, -4.83, -13.15, 2.09, 1.54, 7.12, repro,
2008-04-18,16.73, -6.05, -6.41, 2.2, 1.62, 7.58, repro,
2008-04-19,17.98, -5.45, -7.69, 2.1, 1.55, 7.18, repro,
2008-04-20,18.65, -5.47, -6.66, 2.12, 1.56, 7.24, repro,
2008-04-21,18.17, -5.77, -6.42, 2.11, 1.57, 7.25, repro,
2008-04-22,16.88, -4.55, -6.71, 2.11, 1.54, 7.15, repro,
2008-04-23,14.99, -7.29, -7.47, 2.11, 1.55, 7.19, repro,
2008-04-24,18.61, -4.70, -11.52, 2.13, 1.56, 7.25, repro,
2008-04-25,18.49, -6.21, -8.91, 2.11, 1.56, 7.18, repro,
2008-04-26,18.69, -5.48, -14.42, 2.19, 1.58, 7.28, repro,
2008-04-27,17.15, -5.73, -14.68, 2.2, 1.58, 7.3, repro,
2008-04-28,18.80, -6.91, -16.32, 2.23, 1.59, 7.47, repro,
2008-04-29,19.20, -6.71, -3.29, 2.27, 1.59, 7.54, repro,
2008-04-30,17.16, -5.39, -3.59, 2.17, 1.59, 7.34, repro,
2008-05-01,17.28, -5.57, -14.63, 2.27, 1.73, 7.85, repro,
2008-05-02,17.59, -5.08, -5.17, 2.2, 1.63, 7.47, repro,
2008-05-03,17.54, -5.88, -5.69, 2.16, 1.59, 7.35, repro,
2008-05-04,17.75, -5.35, -7.94, 2.14, 1.56, 7.27, repro,
2008-05-05,18.77, -5.29, -9.49, 2.16, 1.59, 7.34, repro,
2008-05-06,19.38, -4.63, -7.90, 2.16, 1.59, 7.33, repro,
2008-05-07,18.19, -6.42, -7.01, 2.15, 1.59, 7.37, repro,
2008-05-08,17.53, -5.40, -8.27, 2.16, 1.59, 7.39, repro,
2008-05-09,17.19, -5.74, -9.06, 2.15, 1.58, 7.39, repro,
2008-05-10,17.14, -5.31, -5.90, 2.14, 1.54, 7.25, repro,
2008-05-11,18.58, -5.05, -0.88, 2.14, 1.56, 7.26, repro,
2008-05-12,16.89, -4.74, -2.19, 2.17, 1.59, 7.28, repro,
2008-05-13,17.67, -4.89, -1.41, 2.12, 1.55, 7.16, repro,
2008-05-14,18.66, -5.78, -3.37, 2.13, 1.55, 7.21, repro,
2008-05-15,21.72, -3.83, -19.16, 2.13, 1.55, 7.2, repro,
2008-05-16,17.72, -3.98, -14.31, 2.1, 1.51, 6.99, repro,
2008-05-17,17.58, -5.98, -11.56, 2.13, 1.55, 7.18, repro,
2008-05-18,17.12, -4.83, -2.52, 2.18, 1.57, 7.26, repro,
2008-05-19,18.63, -5.30, -2.93, 2.11, 1.54, 7.11, repro,
2008-05-20,17.45, -6.12, -5.21, 2.11, 1.54, 7.13, repro,
2008-05-21,17.55, -4.79, 1.18, 2.09, 1.52, 7.08, repro,
2008-05-22,15.44, -3.99, 1.77, 2.11, 1.56, 7.21, repro,
2008-05-23,18.54, -4.00, -2.89, 2.12, 1.56, 7.22, repro,
2008-05-24,17.84, -6.46, -2.25, 2.11, 1.54, 7.17, repro,
2008-05-25,17.15, -5.17, -4.53, 2.1, 1.54, 7.14, repro,
2008-05-26,17.18, -4.55, -1.30, 2.1, 1.56, 7.15, repro,
2008-05-27,17.65, -4.84, -6.86, 2.09, 1.53, 7.07, repro,
2008-05-28,18.34, -4.29, -10.31, 2.1, 1.53, 7.07, repro,
2008-05-29,20.01, -3.73, -13.07, 2.17, 1.59, 7.36, repro,
2008-05-30,18.74, -4.50, -7.23, 2.13, 1.56, 7.25, repro,
2008-05-31,18.55, -4.96, -4.65, 2.1, 1.54, 7.12, repro,
2008-06-01,18.99, -4.34, -9.88, 2.11, 1.54, 7.14, repro,
2008-06-02,18.86, -4.22, -10.92, 2.09, 1.52, 7.04, repro,
2008-06-03,19.70, -5.38, -7.55, 2.2, 1.63, 7.56, repro,
2008-06-04,18.74, -5.22, -3.55, 2.11, 1.56, 7.28, repro,
2008-06-05,17.91, -5.87, -7.94, 2.12, 1.56, 7.23, repro,
2008-06-06,18.20, -5.20, -4.37, 2.15, 1.56, 7.23, repro,
2008-06-07,19.20, -5.76, -7.28, 2.17, 1.61, 7.47, repro,
2008-06-08,19.62, -4.58, -8.53, 2.17, 1.59, 7.37, repro,
2008-06-09,19.13, -7.30, -4.11, 2.17, 1.6, 7.4, repro,
2008-06-10,17.47, -6.29, -6.45, 2.17, 1.62, 7.48, repro,
2008-06-11,19.91, -4.45, -8.04, 2.11, 1.54, 7.19, repro,
2008-06-12,19.86, -4.74, -3.34, 2.13, 1.57, 7.31, repro,
2008-06-13,20.10, -4.24, -11.05, 2.11, 1.54, 7.19, repro,
2008-06-14,20.93, -4.44, -7.37, 2.21, 1.62, 7.49, repro,
2008-06-15,21.11, -3.72, -10.95, 2.17, 1.6, 7.43, repro,
2008-06-16,20.38, -5.02, -12.05, 2.13, 1.55, 7.25, repro,
2008-06-17,17.63, -4.99, -5.76, 2.12, 1.55, 7.21, repro,
2008-06-18,20.11, -3.52, -4.89, 2.11, 1.54, 7.14, repro,
2008-06-19,18.28, -4.96, -9.08, 2.14, 1.6, 7.37, repro,
2008-06-20,19.13, -4.38, -10.85, 2.1, 1.55, 7.15, repro,
2008-06-21,20.63, -5.28, -10.55, 2.12, 1.55, 7.25, repro,
2008-06-22,19.08, -3.80, -10.98, 2.11, 1.54, 7.15, repro,
2008-06-23,19.88, -4.14, -3.74, 2.11, 1.54, 7.15, repro,
2008-06-24,18.42, -4.93, -5.21, 2.12, 1.54, 7.2, repro,
2008-06-25,19.33, -4.08, -5.19, 2.12, 1.55, 7.14, repro,
2008-06-26,20.87, -4.95, -1.12, 2.13, 1.6, 7.34, repro,
2008-06-27,19.61, -5.63, -0.92, 2.11, 1.54, 7.16, repro,
2008-06-28,20.60, -5.01, -4.77, 2.14, 1.59, 7.32, repro,
2008-06-29,20.90, -5.27, -7.61, 2.2, 1.65, 7.5, repro,
2008-06-30,19.80, -6.02, -12.75, 2.17, 1.6, 7.31, repro,
2008-07-01,19.55, -5.50, -6.24, 2.11, 1.55, 7.17, repro,
2008-07-02,19.77, -5.49, -6.17, 2.11, 1.55, 7.16, repro,
2008-07-03,17.73, -5.23, -2.57, 2.11, 1.54, 7.18, repro,
2008-07-04,22.00, -5.47, -5.28, 2.11, 1.54, 7.19, repro,
2008-07-05,20.83, -5.39, -5.84, 2.13, 1.55, 7.23, repro,
2008-07-06,19.04, -5.34, 2.57, 2.12, 1.54, 7.18, repro,
2008-07-07,20.12, -5.24, -6.36, 2.11, 1.55, 7.17, repro,
2008-07-08,21.03, -4.97, -4.79, 2.1, 1.55, 7.19, repro,
2008-07-09,19.61, -4.36, -1.27, 2.16, 1.58, 7.34, repro,
2008-07-10,19.42, -4.25, 1.83, 2.17, 1.57, 7.27, repro,
2008-07-11,22.05, -5.19, -9.44, 2.2, 1.58, 7.33, repro,
2008-07-12,20.82, -5.02, -1.84, 2.11, 1.54, 7.13, repro,
2008-07-13,21.03, -4.25, -2.30, 2.13, 1.56, 7.27, repro,
2008-07-14,19.86, -4.78, -6.73, 2.13, 1.54, 7.21, repro,
2008-07-15,19.21, -6.02, -1.45, 2.15, 1.57, 7.35, repro,
2008-07-16,19.75, -5.62, -5.95, 2.14, 1.56, 7.27, repro,
2008-07-17,21.29, -5.11, -8.31, 2.11, 1.54, 7.12, repro,
2008-07-18,19.81, -2.84, -1.47, 2.24, 1.6, 7.5, repro,
2008-07-19,20.66, -2.91, -3.90, 2.27, 1.71, 7.81, repro,
2008-07-20,21.96, -4.35, 1.77, 2.11, 1.54, 7.13, repro,
2008-07-21,18.81, -3.83, 7.66, 2.13, 1.56, 7.23, repro,
2008-07-22,19.56, -5.90, 2.11, 2.18, 1.59, 7.41, repro,
2008-07-23,17.63, -2.72, 1.59, 2.16, 1.55, 7.22, repro,
2008-07-24,19.63, -4.28, 2.68, 2.1, 1.55, 7.17, repro,
2008-07-25,21.10, -4.69, 1.24, 2.11, 1.55, 7.21, repro,
2008-07-26,20.21, -4.94, 3.41, 2.13, 1.55, 7.24, repro,
2008-07-27,20.05, -4.67, 1.03, 2.11, 1.54, 7.19, repro,
2008-07-28,18.96, -2.89, 9.01, 2.17, 1.56, 7.19, repro,
2008-07-29,20.08, -4.62, 5.41, 2.17, 1.56, 7.39, repro,
2008-07-30,19.90, -4.98, 10.52, 2.17, 1.56, 7.42, repro,
2008-07-31,20.18, -2.59, 7.08, 2.13, 1.55, 7.2, repro,
2008-08-01,20.55, -4.06, -3.50, 2.11, 1.54, 7.17, repro,
2008-08-02,21.00, -4.32, 4.75, 2.11, 1.53, 7.16, repro,
2008-08-03,20.68, -3.58, 2.03, 2.14, 1.57, 7.26, repro,
2008-08-04,21.16, -4.71, -2.76, 2.1, 1.54, 7.17, repro,
2008-08-05,19.54, -2.72, 3.58, 2.16, 1.61, 7.42, repro,
2008-08-06,19.96, -3.98, 2.57, 2.29, 1.67, 7.85, repro,
2008-08-07,19.42, -3.54, -1.79, 2.29, 1.72, 7.9, repro,
2008-08-08,20.29, -3.68, 8.69, 2.2, 1.6, 7.41, repro,
2008-08-09,18.81, -3.33, 0.03, 2.16, 1.56, 7.26, repro,
2008-08-10,19.69, -4.29, 1.70, 2.17, 1.56, 7.3, repro,
2008-08-11,19.95, -3.99, -0.15, 2.17, 1.55, 7.26, repro,
2008-08-12,18.69, -4.00, 4.46, 2.19, 1.57, 7.42, repro,
2008-08-13,19.05, -4.20, 7.39, 2.14, 1.54, 7.23, repro,
2008-08-14,20.27, -4.12, -0.20, 2.17, 1.56, 7.29, repro,
2008-08-15,22.65, -4.08, -2.06, 2.25, 1.65, 7.66, repro,
2008-08-16,20.54, -3.45, 1.80, 2.18, 1.56, 7.35, repro,
2008-08-17,17.91, -4.67, 6.26, 2.18, 1.55, 7.31, repro,
2008-08-18,19.65, -5.81, 11.46, 2.18, 1.57, 7.42, repro,
2008-08-19,21.03, -4.73, 7.92, 2.15, 1.55, 7.22, repro,
2008-08-20,19.75, -2.96, 4.47, 2.18, 1.57, 7.37, repro,
2008-08-21,20.59, -3.48, 9.60, 2.18, 1.55, 7.26, repro,
2008-08-22,20.72, -5.45, 11.20, 2.19, 1.55, 7.3, repro,
2008-08-23,19.69, -2.61, 1.11, 2.16, 1.54, 7.23, repro,
2008-08-24,20.72, -4.43, 0.43, 2.16, 1.56, 7.27, repro,
2008-08-25,22.08, -4.69, 5.02, 2.17, 1.55, 7.23, repro,
2008-08-26,21.48, -4.85, 6.28, 2.17, 1.55, 7.25, repro,
2008-08-27,20.57, -4.89, 5.55, 2.19, 1.58, 7.34, repro,
2008-08-28,20.00, -4.89, 2.73, 2.3, 1.65, 7.59, repro,
2008-08-29,20.01, -2.57, 1.71, 2.17, 1.57, 7.31, repro,
2008-08-30,17.13, -4.19, 3.91, 2.2, 1.62, 7.35, repro,
2008-08-31,21.50, -5.17, -0.46, 2.18, 1.57, 7.28, repro,
2008-09-01,21.20, -4.31, -2.84, 2.19, 1.57, 7.33, repro,
2008-09-02,20.42, -4.43, -4.14, 2.19, 1.58, 7.35, repro,
2008-09-03,21.39, -4.62, -2.95, 2.17, 1.57, 7.28, repro,
2008-09-04,21.71, -4.06, 1.97, 2.29, 1.67, 7.78, repro,
2008-09-05,22.26, -4.38, 2.37, 2.26, 1.62, 7.51, repro,
2008-09-06,22.23, -5.01, -0.14, 2.18, 1.57, 7.29, repro,
2008-09-07,21.46, -4.61, 0.89, 2.2, 1.58, 7.42, repro,
2008-09-08,21.00, -3.88, -2.67, 2.18, 1.57, 7.3, repro,
2008-09-09,21.03, -5.17, -0.41, 2.22, 1.57, 7.33, repro,
2008-09-10,21.38, -3.46, 0.00, 2.26, 1.66, 7.66, repro,
2008-09-11,21.17, -3.95, 3.33, 2.27, 1.66, 7.65, repro,
2008-09-12,21.91, -4.89, 5.44, 2.28, 1.66, 7.68, repro,
2008-09-13,20.83, -3.88, 4.31, 2.33, 1.7, 7.82, repro,
2008-09-14,20.70, -4.03, 2.44, 2.25, 1.63, 7.54, repro,
2008-09-15,20.51, -3.04, 2.94, 2.15, 1.56, 7.23, repro,
2008-09-16,20.72, -4.20, 2.09, 2.17, 1.6, 7.36, repro,
2008-09-17,20.27, -3.08, -3.58, 2.25, 1.62, 7.51, repro,
2008-09-18,21.05, -4.15, 0.28, 2.16, 1.54, 7.18, repro,
2008-09-19,19.73, -4.21, -0.95, 2.18, 1.54, 7.23, repro,
2008-09-20,22.29, -3.37, -0.54, 2.17, 1.56, 7.27, repro,
2008-09-21,20.99, -3.78, 0.77, 2.2, 1.58, 7.28, repro,
2008-09-22,21.16, -3.33, 0.91, 2.23, 1.59, 7.39, repro,
2008-09-23,21.00, -3.51, 1.69, 2.15, 1.54, 7.18, repro,
2008-09-24,20.22, -3.57, 5.36, 2.27, 1.63, 7.59, repro,
2008-09-25,19.73, -4.45, 7.72, 2.19, 1.57, 7.29, repro,
2008-09-26,21.24, -3.65, 0.53, 2.16, 1.55, 7.23, repro,
2008-09-27,21.17, -4.03, 0.17, 2.25, 1.63, 7.55, repro,
2008-09-28,21.01, -3.69, -1.41, 2.19, 1.57, 7.3, repro,
2008-09-29,21.35, -3.53, -0.61, 2.24, 1.63, 7.5, repro,
2008-09-30,22.07, -3.49, -4.04, 2.15, 1.54, 7.16, repro,
2008-10-01,20.46, -4.76, -0.99, 2.19, 1.58, 7.36, repro,
2008-10-02,18.59, -3.77, -0.75, 2.21, 1.59, 7.36, repro,
2008-10-03,21.46, -3.08, -2.01, 2.26, 1.64, 7.55, repro,
2008-10-04,19.30, -2.26, 2.33, 2.14, 1.54, 7.15, repro,
2008-10-05,21.13, -4.42, -0.49, 2.16, 1.54, 7.19, repro,
2008-10-06,21.83, -4.08, -3.21, 2.17, 1.54, 7.16, repro,
2008-10-07,20.68, -3.05, 6.54, 2.23, 1.59, 7.43, repro,
2008-10-08,21.64, -4.17, -7.15, 2.25, 1.62, 7.5, repro,
2008-10-09,20.81, -2.91, -3.28, 2.12, 1.53, 7.12, repro,
2008-10-10,18.98, -2.93, -10.63, 2.1, 1.53, 7.09, repro,
2008-10-11,23.25, -2.43, -6.54, 2.15, 1.57, 7.28, repro,
2008-10-12,19.14, -4.63, 2.10, 2.12, 1.53, 7.12, repro,
2008-10-13,20.32, -3.52, -6.77, 2.13, 1.53, 7.14, repro,
2008-10-14,20.65, -4.18, -4.15, 2.11, 1.53, 7.07, repro,
2008-10-15,19.76, -3.83, -5.98, 2.17, 1.56, 7.28, repro,
2008-10-16,20.42, -3.44, -3.32, 2.2, 1.58, 7.36, repro,
2008-10-17,19.54, -3.67, -4.84, 2.13, 1.56, 7.24, repro,
2008-10-18,21.71, -3.98, -0.27, 2.12, 1.52, 7.08, repro,
2008-10-19,20.76, -3.58, -1.54, 2.1, 1.52, 7.04, repro,
2008-10-20,18.49, -5.48, 5.90, 2.11, 1.53, 7.11, repro,
2008-10-21,20.85, -1.62, -2.72, 2.09, 1.53, 7.07, repro,
2008-10-22,20.04, -4.09, -2.42, 2.11, 1.53, 7.05, repro,
2008-10-23,20.94, -3.71, 0.94, 2.12, 1.56, 7.17, repro,
2008-10-24,20.85, -3.96, -0.24, 2.1, 1.51, 6.99, repro,
2008-10-25,21.40, -3.70, 3.72, 2.15, 1.56, 7.26, repro,
2008-10-26,20.76, -4.39, -5.98, 2.1, 1.53, 7.08, repro,
2008-10-27,21.12, -3.73, -9.11, 2.12, 1.55, 7.19, repro,
2008-10-28,21.31, -2.48, -9.22, 2.19, 1.55, 7.14, repro,
2008-10-29,20.51, -4.29, -4.00, 2.21, 1.54, 7.17, repro,
2008-10-30,21.32, -4.08, -1.99, 2.16, 1.56, 7.26, repro,
2008-10-31,20.56, -3.21, 1.12, 2.21, 1.6, 7.47, repro,
2008-11-01,21.49, -4.51, -8.13, 2.16, 1.59, 7.34, repro,
2008-11-02,21.06, -4.42, 3.87, 2.15, 1.59, 7.3, repro,
2008-11-03,22.00, -5.39, 2.06, 2.15, 1.56, 7.2, repro,
2008-11-04,20.09, -3.37, 2.20, 2.13, 1.55, 7.14, repro,
2008-11-05,22.47, -5.12, -2.81, 2.14, 1.58, 7.28, repro,
2008-11-06,21.82, -3.86, -6.89, 2.14, 1.56, 7.22, repro,
2008-11-07,22.01, -3.95, -8.79, 2.16, 1.6, 7.31, repro,
2008-11-08,20.79, -5.01, -8.69, 2.14, 1.6, 7.29, repro,
2008-11-09,20.30, -5.14, 1.17, 2.15, 1.57, 7.25, repro,
2008-11-10,22.32, -5.01, -3.21, 2.14, 1.58, 7.26, repro,
2008-11-11,21.09, -5.19, -6.27, 2.23, 1.69, 7.74, repro,
2008-11-12,20.25, -6.12, 2.27, 2.14, 1.54, 7.17, repro,
2008-11-13,21.14, -4.49, -9.97, 2.19, 1.6, 7.35, repro,
2008-11-14,21.22, -3.65, -8.08, 2.25, 1.71, 7.71, repro,
2008-11-15,20.02, -3.18, -9.94, 2.21, 1.64, 7.46, repro,
2008-11-16,21.34, -4.27, -5.71, 2.26, 1.7, 7.69, repro,
2008-11-17,20.54, -3.58, -6.95, 2.21, 1.65, 7.5, repro,
2008-11-18,21.31, -3.94, -6.60, 2.29, 1.77, 8.06, repro,
2008-11-19,20.63, -3.73, -7.59, 2.17, 1.65, 7.49, repro,
2008-11-20,21.71, -4.34, -9.41, 2.19, 1.64, 7.41, repro,
2008-11-21,21.39, -3.79, -6.71, 2.22, 1.7, 7.72, repro,
2008-11-22,21.55, -2.85, 0.34, 2.32, 1.77, 8.08, repro,
2008-11-23,21.36, -3.89, -8.08, 2.27, 1.69, 7.66, repro,
2008-11-24,21.46, -4.09, -7.75, 2.54, 1.82, 8.27, repro,
2008-11-25,20.95, -4.58, -3.61, 2.19, 1.68, 7.55, repro,
2008-11-26,22.75, -4.77, -6.00, 2.15, 1.58, 7.31, repro,
2008-11-27,21.44, -5.16, -5.77, 2.15, 1.62, 7.4, repro,
2008-11-28,20.98, -4.62, -5.84, 2.21, 1.69, 7.63, repro,
2008-11-29,23.03, -4.04, -6.65, 2.2, 1.68, 7.65, repro,
2008-11-30,21.86, -4.22, -6.93, 2.18, 1.62, 7.39, repro,
2008-12-01,20.77, -3.42, -0.17, 2.12, 1.54, 7.13, repro,
2008-12-02,21.08, -5.66, 6.69, 2.21, 1.65, 7.48, repro,
2008-12-03,22.11, -4.30, -1.80, 2.17, 1.63, 7.37, repro,
2008-12-04,21.50, -2.27, -1.02, 2.17, 1.69, 7.67, repro,
2008-12-05,22.53, -4.37, -3.08, 2.18, 1.64, 7.42, repro,
2008-12-06,23.50, -4.59, -1.47, 2.21, 1.72, 7.7, repro,
2008-12-07,21.62, -5.09, -2.56, 2.21, 1.72, 7.73, repro,
2008-12-08,21.42, -4.26, -0.21, 2.13, 1.62, 7.36, repro,
2008-12-09,22.53, -5.83, -11.86, 2.18, 1.6, 7.33, repro,
2008-12-10,23.45, -5.36, -13.00, 2.13, 1.56, 7.23, repro,
2008-12-11,22.73, -4.20, -7.06, 2.24, 1.66, 7.56, repro,
2008-12-12,21.69, -5.05, 0.41, 2.2, 1.63, 7.52, repro,
2008-12-13,21.63, -5.43, 10.04, 2.15, 1.61, 7.36, repro,
2008-12-14,21.89, -4.80, 2.81, 2.1, 1.53, 7.03, repro,
2008-12-15,22.03, -5.23, 0.45, 2.13, 1.57, 7.19, repro,
2008-12-16,21.43, -5.47, 0.57, 2.11, 1.53, 7.05, repro,
2008-12-17,21.76, -4.94, -4.73, 2.14, 1.53, 7.1, repro,
2008-12-18,21.58, -5.05, 4.11, 2.11, 1.51, 7.04, repro,
2008-12-19,23.01, -6.48, -2.55, 2.17, 1.53, 7.24, repro,
2008-12-20,22.41, -5.39, -6.78, 2.17, 1.59, 7.35, repro,
2008-12-21,21.76, -5.64, -4.32, 2.16, 1.6, 7.36, repro,
2008-12-22,20.44, -6.42, 2.60, 2.12, 1.54, 7.15, repro,
2008-12-23,21.77, -6.06, 2.41, 2.1, 1.52, 7.05, repro,
2008-12-24,22.29, -6.56, -1.17, 2.11, 1.52, 7.06, repro,
2008-12-25,21.66, -5.91, 7.14, 2.11, 1.53, 7.07, repro,
2008-12-26,20.78, -5.86, 4.18, 2.12, 1.54, 7.16, repro,
2008-12-27,21.77, -5.18, 1.69, 2.1, 1.53, 7.09, repro,
2008-12-28,21.92, -3.69, -1.72, 2.1, 1.52, 7.04, repro,
2008-12-29,20.64, -5.27, -9.82, 2.12, 1.54, 7.16, repro,
2008-12-30,20.68, -6.09, -13.13, 2.15, 1.57, 7.28, repro,
2008-12-31,22.13, -5.83, -5.59, 2.12, 1.54, 7.15, repro,
2009-01-01,22.69, -5.34, 1.95, 2.11, 1.53, 7.15, repro,
2009-01-02,20.78, -4.40, -2.82, 2.12, 1.53, 7.15, repro,
2009-01-03,22.32, -5.35, -1.41, 2.14, 1.55, 7.2, repro,
2009-01-04,22.63, -6.08, -3.20, 2.15, 1.61, 7.5, repro,
2009-01-05,22.82, -6.48, 3.15, 2.18, 1.61, 7.37, repro,
2009-01-06,22.72, -5.04, -5.52, 2.1, 1.53, 7.07, repro,
2009-01-07,21.65, -5.23, -3.10, 2.17, 1.57, 7.34, repro,
2009-01-08,23.36, -5.99, -1.52, 2.2, 1.63, 7.51, repro,
2009-01-09,23.12, -5.03, -10.90, 2.15, 1.57, 7.27, repro,
2009-01-10,22.14, -6.05, -16.29, 2.13, 1.54, 7.18, repro,
2009-01-11,22.22, -5.42, -15.89, 2.11, 1.54, 7.12, repro,
2009-01-12,23.03, -5.69, -14.69, 2.09, 1.52, 7.04, repro,
2009-01-13,22.89, -5.02, -19.48, 2.1, 1.53, 7.08, repro,
2009-01-14,22.85, -5.38, -13.79, 2.12, 1.54, 7.17, repro,
2009-01-15,21.95, -6.16, -12.72, 2.13, 1.59, 7.33, repro,
2009-01-16,22.47, -5.15, -14.86, 2.1, 1.54, 7.09, repro,
2009-01-17,22.12, -5.19, -11.90, 2.1, 1.53, 7.11, repro,
2009-01-18,22.61, -5.61, -10.15, 2.11, 1.54, 7.18, repro,
2009-01-19,23.43, -6.13, -13.06, 2.1, 1.55, 7.12, repro,
2009-01-20,21.96, -5.83, -10.82, 2.11, 1.53, 7.14, repro,
2009-01-21,22.42, -6.10, -7.90, 2.1, 1.54, 7.13, repro,
2009-01-22,22.38, -6.13, -5.34, 2.09, 1.53, 7.1, repro,
2009-01-23,22.31, -5.68, -8.27, 2.09, 1.52, 7.05, repro,
2009-01-24,23.18, -5.31, -10.01, 2.12, 1.54, 7.19, repro,
2009-01-25,21.31, -5.68, -5.76, 2.12, 1.57, 7.35, repro,
2009-01-26,22.30, -5.64, -3.68, 2.15, 1.62, 7.55, repro,
2009-01-27,21.39, -5.68, -6.21, 2.13, 1.61, 7.29, repro,
2009-01-28,21.50, -5.37, -11.24, 2.09, 1.52, 7.03, repro,
2009-01-29,22.54, -4.86, -14.85, 2.1, 1.53, 7.08, repro,
2009-01-30,22.84, -5.79, -8.81, 2.09, 1.54, 7.12, repro,
2009-01-31,22.75, -5.67, -3.90, 2.08, 1.54, 7.11, repro,
2009-02-01,21.76, -4.96, -9.07, 2.08, 1.54, 7.08, repro,
