PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P434
Station name, Big_Chief_WA2008
Begin Date, 2008-06-20
End Date, 2026-06-18
Release Date, 2026-06-19
Source file, P434.cwu.nam14.pos
Offset from source file, 7.38 mm North, 15.51 mm East, -4.30 mm Vertical
Reference position, 47.7402024349 North Latitude, -121.0756090345 East Longitude, 1698.03646 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-06-20,0.00, 0.00, 0.00, 2.25, 1.51, 6.9, repro,
2008-06-21,0.69, 0.38, -1.25, 2.27, 1.53, 7, repro,
2008-06-22,-0.52, 0.70, -7.46, 2.27, 1.53, 6.99, repro,
2008-06-23,-1.33, 0.93, -1.63, 2.24, 1.52, 6.85, repro,
2008-06-24,-1.32, 0.39, -3.45, 2.23, 1.51, 6.82, repro,
2008-06-25,-1.90, -0.86, 8.05, 2.26, 1.51, 6.88, repro,
2008-06-26,-1.65, -0.10, 2.58, 2.26, 1.56, 7.03, repro,
2008-06-27,-1.78, -0.58, -3.01, 2.25, 1.53, 6.9, repro,
2008-06-28,-0.70, -0.16, -1.42, 2.27, 1.53, 6.97, repro,
2008-06-29,0.02, -0.55, 3.46, 2.27, 1.59, 7.04, repro,
2008-06-30,-0.68, -1.12, 1.60, 2.33, 1.59, 7.21, repro,
2008-07-01,0.64, 0.75, -4.81, 2.26, 1.52, 6.93, repro,
2008-07-02,0.04, -1.26, 7.92, 2.25, 1.52, 6.92, repro,
2008-07-03,-3.05, -1.20, 9.20, 2.33, 1.57, 7.16, repro,
2008-07-04,-3.62, 0.42, 6.28, 2.24, 1.53, 6.89, repro,
2008-07-05,-2.14, -1.26, 3.80, 2.23, 1.51, 6.81, repro,
2008-07-06,-1.92, -0.18, 7.20, 2.26, 1.51, 6.9, repro,
2008-07-07,-2.01, -1.53, 6.91, 2.25, 1.51, 6.87, repro,
2008-07-08,-2.27, -0.63, -1.23, 2.24, 1.52, 6.87, repro,
2008-07-09,-1.13, -1.86, 9.36, 2.25, 1.52, 6.9, repro,
2008-07-10,0.39, -2.12, 6.35, 2.3, 1.55, 6.95, repro,
2008-07-11,-2.10, -1.00, 9.61, 2.34, 1.57, 7.13, repro,
2008-07-12,-0.55, -0.63, 8.47, 2.25, 1.51, 6.86, repro,
2008-07-13,-1.78, -1.31, 7.13, 2.26, 1.53, 6.97, repro,
2008-07-14,-2.38, 0.01, 6.31, 2.25, 1.52, 6.9, repro,
2008-07-15,-0.84, -0.65, 8.73, 2.26, 1.52, 6.87, repro,
2008-07-16,-2.31, 1.57, 3.50, 2.24, 1.51, 6.81, repro,
2008-07-17,-2.65, 0.78, 8.59, 2.26, 1.51, 6.89, repro,
2008-07-18,-3.80, 1.53, 9.94, 2.39, 1.58, 7.21, repro,
2008-07-19,-2.73, 0.95, 12.93, 2.31, 1.53, 7.01, repro,
2008-07-20,-2.99, 0.78, 16.13, 2.23, 1.51, 6.82, repro,
2008-07-21,-2.56, 1.04, 14.15, 2.25, 1.52, 6.82, repro,
2008-07-22,-2.23, 1.63, 10.82, 2.26, 1.51, 6.89, repro,
2008-07-23,-3.05, 1.35, 8.12, 2.3, 1.53, 6.92, repro,
2008-07-24,-1.32, 0.88, 9.54, 2.25, 1.53, 6.93, repro,
2008-07-25,-1.39, 1.10, 10.74, 2.24, 1.52, 6.83, repro,
2008-07-26,-1.52, 0.08, 8.94, 2.24, 1.51, 6.82, repro,
2008-07-27,-3.18, -0.94, 13.08, 2.25, 1.51, 6.84, repro,
2008-07-28,-3.64, -0.14, 15.40, 2.37, 1.55, 7.04, repro,
2008-07-29,-3.56, 0.28, 13.01, 2.31, 1.54, 7.09, repro,
2008-07-30,-4.26, 0.98, 15.86, 2.3, 1.55, 7.09, repro,
2008-07-31,-1.96, 0.20, 21.14, 2.24, 1.51, 6.85, repro,
2008-08-01,-1.64, 1.39, 17.90, 2.24, 1.5, 6.81, repro,
2008-08-02,-3.37, -0.32, 13.73, 2.25, 1.51, 6.83, repro,
2008-08-03,-2.03, 0.28, 12.75, 2.28, 1.55, 7.06, repro,
2008-08-04,-2.39, 1.27, 11.06, 2.24, 1.52, 6.87, repro,
2008-08-05,-2.03, 0.07, 12.86, 2.23, 1.51, 6.79, repro,
2008-08-06,-3.65, 0.01, 13.91, 2.3, 1.53, 6.92, repro,
2008-08-07,-2.19, 1.19, 10.24, 2.35, 1.57, 7.11, repro,
2008-08-08,-2.02, 0.59, 10.65, 2.43, 1.65, 7.33, repro,
2008-08-09,-2.61, 0.12, 13.74, 2.31, 1.57, 7.08, repro,
2008-08-10,-3.66, 1.22, 4.42, 2.29, 1.53, 6.9, repro,
2008-08-11,-4.69, -0.25, 9.55, 2.29, 1.53, 6.9, repro,
2008-08-12,-3.75, -0.55, 16.26, 2.31, 1.53, 7.01, repro,
2008-08-13,-4.50, 0.42, 12.45, 2.31, 1.53, 6.97, repro,
2008-08-14,-3.21, 1.11, 11.32, 2.31, 1.53, 6.95, repro,
2008-08-15,-2.60, 1.32, 11.77, 2.31, 1.54, 6.98, repro,
2008-08-16,-4.12, 0.91, 13.30, 2.31, 1.53, 6.93, repro,
2008-08-17,-2.93, 0.04, 19.31, 2.3, 1.52, 6.9, repro,
2008-08-18,-4.13, 0.59, 18.97, 2.33, 1.53, 6.96, repro,
2008-08-19,-3.12, -0.79, 16.92, 2.31, 1.53, 6.92, repro,
2008-08-20,-3.43, -1.04, 21.94, 2.32, 1.54, 6.98, repro,
2008-08-21,-3.69, -1.55, 13.17, 2.31, 1.53, 6.92, repro,
2008-08-22,-2.65, -1.64, 12.72, 2.32, 1.53, 6.91, repro,
2008-08-23,-2.96, -1.30, 8.77, 2.32, 1.53, 6.93, repro,
2008-08-24,-4.42, 1.02, 11.85, 2.32, 1.55, 7.05, repro,
2008-08-25,-4.23, -1.25, 11.70, 2.32, 1.54, 6.98, repro,
2008-08-26,-5.24, -1.60, 16.64, 2.3, 1.52, 6.88, repro,
2008-08-27,-4.42, -1.67, 16.96, 2.33, 1.55, 7.04, repro,
2008-08-28,-4.45, -0.04, 12.57, 2.47, 1.62, 7.28, repro,
2008-08-29,-4.49, 0.03, 10.46, 2.33, 1.54, 6.98, repro,
2008-08-30,-3.60, 0.28, 13.93, 2.32, 1.54, 6.98, repro,
2008-08-31,-4.54, 0.24, 10.18, 2.32, 1.56, 7.04, repro,
2008-09-01,-4.78, -0.29, 3.87, 2.33, 1.56, 7.04, repro,
2008-09-02,-3.80, 0.63, 6.86, 2.35, 1.55, 7.04, repro,
2008-09-03,-3.97, -0.15, 2.93, 2.32, 1.54, 6.96, repro,
2008-09-04,-3.88, 1.22, 12.42, 2.47, 1.64, 7.49, repro,
2008-09-05,-3.26, -0.82, 4.50, 2.42, 1.61, 7.27, repro,
2008-09-06,-3.57, 0.06, 10.60, 2.31, 1.56, 7.04, repro,
2008-09-07,-4.33, 0.09, 11.31, 2.34, 1.56, 7.1, repro,
2008-09-08,-2.43, 0.18, 11.21, 2.32, 1.55, 6.99, repro,
2008-09-09,-2.60, -0.40, 17.08, 2.38, 1.54, 7.03, repro,
2008-09-10,-2.60, 0.80, 13.03, 2.43, 1.64, 7.32, repro,
2008-09-11,-3.94, 0.16, 13.74, 2.43, 1.65, 7.37, repro,
2008-09-12,-1.67, -1.09, 17.57, 2.33, 1.56, 7.08, repro,
2008-09-13,-4.89, -0.18, 11.26, 2.32, 1.54, 6.99, repro,
2008-09-14,-2.44, 0.49, 16.40, 2.32, 1.54, 6.95, repro,
2008-09-15,-3.46, 1.39, 15.73, 2.33, 1.54, 6.98, repro,
2008-09-16,-2.85, 0.43, 11.79, 2.34, 1.57, 7.13, repro,
2008-09-17,-1.79, 1.21, 11.71, 2.4, 1.59, 7.26, repro,
2008-09-18,-3.74, 0.45, 14.93, 2.3, 1.53, 6.93, repro,
2008-09-19,-3.54, 0.39, 13.72, 2.3, 1.52, 6.9, repro,
2008-09-20,-2.19, -0.02, 15.46, 2.3, 1.52, 6.88, repro,
2008-09-21,-4.23, 0.40, 10.72, 2.3, 1.52, 6.9, repro,
2008-09-22,-2.39, -1.42, 10.42, 2.29, 1.53, 6.91, repro,
2008-09-23,-3.55, 0.52, 13.01, 2.3, 1.52, 6.92, repro,
2008-09-24,-3.93, 0.63, 11.34, 2.42, 1.62, 7.27, repro,
2008-09-25,-1.23, 0.74, 7.96, 2.28, 1.52, 6.84, repro,
2008-09-26,-3.71, 0.63, 11.72, 2.3, 1.52, 6.88, repro,
2008-09-27,-4.21, 0.63, 11.07, 2.35, 1.56, 7.03, repro,
2008-09-28,-2.97, 0.94, 8.94, 2.32, 1.53, 6.95, repro,
2008-09-29,-2.70, -0.01, 10.75, 2.37, 1.56, 7, repro,
2008-09-30,-3.66, 0.26, 12.28, 2.3, 1.52, 6.86, repro,
2008-10-01,-3.35, 1.39, 9.14, 2.29, 1.52, 6.85, repro,
2008-10-02,-2.84, 1.81, 15.85, 2.33, 1.55, 6.95, repro,
2008-10-03,-5.18, -0.24, 16.14, 2.42, 1.63, 7.28, repro,
2008-10-04,-1.97, 0.44, 22.89, 2.33, 1.52, 6.91, repro,
2008-10-05,-3.35, -0.67, 15.58, 2.31, 1.52, 6.87, repro,
2008-10-06,-3.28, -0.01, 14.34, 2.3, 1.52, 6.87, repro,
2008-10-07,-2.99, 1.33, 12.58, 2.32, 1.52, 6.89, repro,
2008-10-08,-2.06, -0.02, 6.50, 2.32, 1.54, 6.95, repro,
2008-10-09,-3.81, 0.21, 6.38, 2.27, 1.52, 6.9, repro,
2008-10-10,-3.12, 0.93, 3.12, 2.26, 1.51, 6.82, repro,
2008-10-11,-2.89, 0.58, 5.49, 2.24, 1.5, 6.76, repro,
2008-10-12,-4.06, 1.19, 7.52, 2.24, 1.5, 6.8, repro,
2008-10-13,-4.10, 0.32, 5.47, 2.26, 1.51, 6.86, repro,
2008-10-14,-3.68, -0.06, 5.13, 2.28, 1.52, 6.95, repro,
2008-10-15,-2.97, 0.56, 6.06, 2.33, 1.53, 7.03, repro,
2008-10-16,-1.49, 1.01, 5.22, 2.32, 1.54, 7.04, repro,
2008-10-17,-3.87, 0.89, 4.20, 2.23, 1.5, 6.79, repro,
2008-10-18,-2.78, 0.87, 6.13, 2.24, 1.5, 6.82, repro,
2008-10-19,-2.85, 0.33, 7.19, 2.27, 1.51, 6.91, repro,
2008-10-20,-2.23, 0.75, 8.55, 2.27, 1.53, 6.95, repro,
2008-10-21,-3.49, -0.68, 3.77, 2.26, 1.52, 6.91, repro,
2008-10-22,-3.49, 0.91, 5.90, 2.23, 1.51, 6.82, repro,
2008-10-23,-3.86, 1.34, 10.03, 2.22, 1.5, 6.78, repro,
2008-10-24,-2.90, 0.11, 10.36, 2.25, 1.51, 6.87, repro,
2008-10-25,-3.48, -0.42, 14.56, 2.26, 1.52, 6.92, repro,
2008-10-26,-1.39, 0.28, 3.96, 2.27, 1.52, 6.93, repro,
2008-10-27,-1.69, 1.56, 2.65, 2.24, 1.51, 6.86, repro,
2008-10-28,-2.39, 1.37, 0.54, 2.32, 1.53, 6.87, repro,
2008-10-29,-2.12, 0.59, 9.48, 2.41, 1.58, 7.07, repro,
2008-10-30,-1.47, 0.96, 9.06, 2.27, 1.51, 6.92, repro,
2008-10-31,-1.96, 0.11, 3.80, 2.37, 1.64, 7.41, repro,
2008-11-01,-1.10, -0.24, 9.31, 2.27, 1.52, 6.9, repro,
2008-11-02,-1.65, 0.36, 10.15, 2.26, 1.55, 6.99, repro,
2008-11-03,-2.30, -0.26, 11.60, 2.26, 1.53, 6.89, repro,
2008-11-04,-2.82, -0.09, 14.08, 2.28, 1.55, 7.03, repro,
2008-11-05,-2.50, 0.09, 10.13, 2.3, 1.55, 7.05, repro,
2008-11-06,-2.41, 0.86, 2.38, 2.28, 1.55, 7.03, repro,
2008-11-07,-2.98, 0.58, 0.70, 2.29, 1.57, 7.12, repro,
2008-11-08,-1.73, 0.98, 6.59, 2.29, 1.55, 7.02, repro,
2008-11-09,-3.62, -0.07, 10.54, 2.27, 1.54, 6.98, repro,
2008-11-10,-3.14, -0.58, 11.24, 2.28, 1.56, 7.04, repro,
2008-11-11,-3.49, 0.15, 11.52, 2.41, 1.73, 7.87, repro,
2008-11-12,-3.60, -0.05, 4.35, 2.28, 1.53, 6.97, repro,
2008-11-13,-5.03, -0.03, 6.94, 2.33, 1.59, 7.14, repro,
2008-11-14,-3.35, -0.32, 1.83, 2.35, 1.61, 7.29, repro,
2008-11-15,-3.21, 2.56, -2.17, 2.34, 1.62, 7.29, repro,
2008-11-16,-2.26, 0.97, 5.04, 2.31, 1.62, 7.29, repro,
2008-11-17,-2.14, 1.51, 6.79, 2.35, 1.63, 7.33, repro,
2008-11-18,-1.48, 1.72, 0.69, 2.44, 1.75, 8.08, repro,
2008-11-19,-2.37, 2.27, 0.53, 2.36, 1.63, 7.35, repro,
2008-11-20,-1.28, 2.95, 0.43, 2.32, 1.6, 7.16, repro,
2008-11-21,-1.25, 4.65, -0.47, 2.41, 1.71, 7.69, repro,
2008-11-22,-0.67, 1.96, 13.32, 2.49, 1.76, 8.07, repro,
2008-11-23,-1.61, 1.97, 4.79, 2.4, 1.64, 7.4, repro,
2008-11-24,-1.86, 2.31, 4.58, 2.44, 1.7, 7.65, repro,
2008-11-25,-2.59, 2.07, 5.28, 2.35, 1.66, 7.38, repro,
2008-11-26,-0.90, 1.51, 4.37, 2.24, 1.52, 6.82, repro,
2008-11-27,-0.76, 2.29, 1.40, 2.27, 1.59, 7.17, repro,
2008-11-28,-1.31, -0.19, 7.27, 2.33, 1.65, 7.31, repro,
2008-11-29,-2.18, -0.42, 5.67, 2.43, 1.74, 7.79, repro,
2008-11-30,-1.59, 0.54, 11.25, 2.26, 1.54, 6.92, repro,
2008-12-01,-2.21, 1.11, 9.20, 2.25, 1.52, 6.86, repro,
2008-12-02,-1.18, 0.77, 9.66, 2.31, 1.6, 7.09, repro,
2008-12-03,-1.86, 0.91, 0.63, 2.32, 1.61, 7.15, repro,
2008-12-04,-2.13, 0.78, 0.73, 2.46, 1.83, 8.18, repro,
2008-12-05,-1.20, 2.00, 4.11, 2.32, 1.61, 7.13, repro,
2008-12-06,-0.17, 1.36, 5.46, 2.4, 1.74, 7.77, repro,
2008-12-07,-1.89, 1.91, 5.00, 2.39, 1.73, 7.74, repro,
2008-12-08,-0.91, 0.20, 7.26, 2.31, 1.65, 7.4, repro,
2008-12-09,0.12, 0.55, 1.07, 2.28, 1.58, 7.04, repro,
2008-12-10,-1.33, -1.62, -0.53, 2.25, 1.53, 6.87, repro,
2008-12-11,-1.38, 1.23, 0.93, 2.4, 1.65, 7.41, repro,
2008-12-12,-1.01, 1.07, 6.70, 2.46, 1.79, 8, repro,
2008-12-13,-0.52, 0.65, 6.66, 2.35, 1.63, 7.35, repro,
2008-12-14,-0.03, 0.77, -3.64, 2.25, 1.52, 6.91, repro,
2008-12-15,-0.70, 1.79, -3.30, 2.23, 1.52, 6.87, repro,
2008-12-16,-1.93, 1.13, -4.33, 2.24, 1.52, 6.9, repro,
2008-12-17,-1.10, 1.46, 0.84, 2.3, 1.51, 6.89, repro,
2008-12-18,-0.49, 1.36, 6.25, 2.26, 1.51, 6.92, repro,
2008-12-19,-1.24, 2.19, -3.72, 2.33, 1.53, 7.07, repro,
2008-12-20,-0.26, 1.50, -1.86, 2.27, 1.57, 7.08, repro,
2008-12-21,-0.16, 1.66, 2.12, 2.23, 1.51, 6.87, repro,
2008-12-22,-0.25, 0.79, 9.49, 2.24, 1.5, 6.84, repro,
2008-12-23,-0.58, 1.30, 8.60, 2.25, 1.51, 6.9, repro,
2008-12-24,-0.98, -0.10, 10.14, 2.25, 1.51, 6.87, repro,
2008-12-25,-1.79, -0.20, 14.22, 2.24, 1.52, 6.89, repro,
2008-12-26,-1.82, -0.05, 7.52, 2.23, 1.52, 6.88, repro,
2008-12-27,-1.99, 0.37, 6.70, 2.24, 1.51, 6.87, repro,
2008-12-28,-0.91, 0.17, 0.44, 2.25, 1.51, 6.92, repro,
2008-12-29,-1.17, 1.00, -0.23, 2.23, 1.51, 6.85, repro,
2008-12-30,-1.81, 0.10, -7.71, 2.24, 1.51, 6.86, repro,
2008-12-31,-2.07, 1.19, -0.07, 2.24, 1.51, 6.89, repro,
2009-01-01,-1.01, 0.44, 0.94, 2.23, 1.51, 6.85, repro,
2009-01-02,-0.54, -0.81, -0.83, 2.23, 1.5, 6.84, repro,
2009-01-03,-2.06, 0.50, -3.64, 2.22, 1.5, 6.82, repro,
2009-01-04,-2.06, -0.50, -7.29, 2.24, 1.52, 6.89, repro,
2009-01-05,-1.52, -0.16, 5.53, 2.26, 1.52, 6.93, repro,
2009-01-06,-1.16, -1.39, 2.62, 2.24, 1.53, 6.97, repro,
2009-01-07,-3.30, -0.41, -3.18, 2.25, 1.52, 6.93, repro,
2009-01-08,-3.29, -3.85, -2.46, 2.28, 1.55, 7.03, repro,
2009-01-09,-3.89, -4.87, -7.12, 2.29, 1.57, 7.13, repro,
2009-01-10,-4.54, -3.75, -9.40, 2.26, 1.53, 6.99, repro,
2009-01-11,-3.42, -2.38, -7.43, 2.26, 1.52, 6.95, repro,
2009-01-12,-0.93, -0.06, -14.73, 2.24, 1.53, 6.96, repro,
2009-01-13,0.14, 1.33, -13.29, 2.23, 1.51, 6.86, repro,
2009-01-14,-0.12, 2.38, -10.97, 2.22, 1.51, 6.85, repro,
2009-01-15,-1.40, 2.21, -10.77, 2.25, 1.54, 7, repro,
2009-01-16,-0.86, 2.58, -11.40, 2.26, 1.53, 6.98, repro,
2009-01-17,-0.15, 1.96, -12.35, 2.24, 1.53, 6.96, repro,
2009-01-18,-0.68, 0.70, -12.16, 2.24, 1.52, 6.94, repro,
2009-01-19,-1.02, 1.44, -12.00, 2.22, 1.51, 6.83, repro,
2009-01-20,-0.89, 1.76, -10.74, 2.23, 1.52, 6.93, repro,
2009-01-21,-0.44, 2.00, -7.59, 2.24, 1.53, 6.97, repro,
2009-01-22,-1.36, 1.99, -3.94, 2.24, 1.53, 6.98, repro,
2009-01-23,-0.80, 2.10, -11.34, 2.23, 1.52, 6.95, repro,
2009-01-24,-0.69, 1.71, -12.98, 2.23, 1.51, 6.88, repro,
2009-01-25,-0.41, 1.51, -8.38, 2.21, 1.52, 6.87, repro,
2009-01-26,-0.76, 1.84, -8.37, 2.23, 1.53, 6.96, repro,
2009-01-27,-1.18, 2.78, -5.54, 2.24, 1.53, 7, repro,
2009-01-28,-1.94, 1.59, -10.46, 2.22, 1.52, 6.89, repro,
2009-01-29,-1.17, 1.39, -14.48, 2.22, 1.52, 6.9, repro,
2009-01-30,-0.85, 2.47, -8.02, 2.21, 1.52, 6.87, repro,
2009-01-31,-1.15, 0.35, -1.36, 2.21, 1.52, 6.87, repro,
2009-02-01,-1.15, 2.21, -12.10, 2.23, 1.53, 6.97, repro,
2009-02-02,-2.36, 2.02, -11.66, 2.23, 1.52, 6.92, repro,
2009-02-03,0.50, 2.45, -16.96, 2.22, 1.53, 6.9, repro,
2009-02-04,-1.66, 3.24, -10.33, 2.23, 1.53, 6.96, repro,
2009-02-05,-1.10, 3.08, -8.51, 2.27, 1.56, 7.07, repro,
2009-02-06,-1.80, 2.14, -3.24, 2.33, 1.62, 7.24, repro,
2009-02-07,-1.94, 3.02, -8.15, 2.26, 1.56, 7.03, repro,
2009-02-08,-2.09, 1.47, -3.12, 2.24, 1.53, 6.93, repro,
2009-02-09,-2.03, 2.12, 0.86, 2.24, 1.56, 6.99, repro,
2009-02-10,-1.40, 1.62, -2.74, 2.22, 1.53, 6.9, repro,
2009-02-11,-1.55, 0.95, -4.61, 2.3, 1.6, 7.19, repro,
2009-02-12,-0.93, 1.61, -4.44, 2.28, 1.57, 7.15, repro,
2009-02-13,-1.48, 1.70, -4.49, 2.26, 1.56, 7.02, repro,
2009-02-14,-1.53, 1.66, -3.67, 2.22, 1.53, 6.9, repro,
2009-02-15,-1.54, 1.59, -6.74, 2.28, 1.6, 7.21, repro,
2009-02-16,-1.14, 1.21, -3.86, 2.23, 1.53, 6.95, repro,
2009-02-17,-1.18, 1.60, 4.56, 2.24, 1.53, 6.92, repro,
2009-02-18,-1.42, 1.41, -4.62, 2.26, 1.56, 7.13, repro,
2009-02-19,-1.93, 1.72, -8.96, 2.29, 1.61, 7.25, repro,
2009-02-20,-1.02, 2.00, -8.62, 2.24, 1.57, 7.12, repro,
2009-02-21,-0.16, 2.49, -10.23, 2.23, 1.56, 7.07, repro,
2009-02-22,-0.16, 1.49, -4.97, 2.21, 1.53, 6.92, repro,
2009-02-23,-0.28, 1.55, -9.29, 2.26, 1.57, 7.11, repro,
2009-02-24,0.17, 1.75, -8.59, 2.36, 1.69, 7.51, repro,
2009-02-25,-0.09, 1.31, -10.72, 149.56, 196.4, 374.1, repro,
2009-02-26,-0.64, 2.00, -5.10, 2.27, 1.59, 7.1, repro,
2009-02-27,1.24, 1.65, -9.79, 2.4, 1.68, 7.71, repro,
2009-02-28,0.40, 1.52, -9.48, 2.23, 1.56, 7.07, repro,
2009-03-01,-0.20, 2.12, -5.13, 2.29, 1.61, 7.29, repro,
2009-03-02,-1.43, 2.36, -2.65, 2.29, 1.6, 7.24, repro,
2009-03-03,-0.59, 0.66, -4.38, 2.3, 1.62, 7.33, repro,
2009-03-04,-1.53, 0.58, -9.44, 2.18, 1.52, 6.86, repro,
2009-03-05,-0.66, 0.31, -5.49, 2.23, 1.56, 7.06, repro,
2009-03-06,-0.93, 1.80, -1.61, 2.27, 1.63, 7.25, repro,
2009-03-07,-0.93, 0.94, 0.09, 2.23, 1.54, 6.96, repro,
2009-03-08,-0.23, 1.43, -1.18, 2.25, 1.57, 7.13, repro,
2009-03-09,-0.21, 2.44, -1.54, 2.22, 1.56, 7.03, repro,
2009-03-10,-0.96, 1.13, -6.14, 2.26, 1.61, 7.18, repro,
2009-03-11,-0.48, 2.17, -6.66, 2.19, 1.52, 6.86, repro,
2009-03-12,-0.52, 1.72, -9.23, 2.23, 1.55, 7, repro,
2009-03-13,-0.54, 1.90, -7.80, 2.26, 1.59, 7.18, repro,
2009-03-14,-0.96, 1.41, -4.17, 2.29, 1.62, 7.28, repro,
2009-03-15,-0.68, 1.53, 0.35, 2.2, 1.52, 6.86, repro,
2009-03-16,0.43, 2.73, -6.07, 2.19, 1.53, 6.87, repro,
2009-03-17,0.19, 2.72, -3.15, 2.18, 1.53, 6.84, repro,
2009-03-18,-1.82, 2.06, -11.96, 2.24, 1.54, 6.99, repro,
2009-03-19,-1.46, 1.25, -9.94, 2.24, 1.55, 7.02, repro,
2009-03-20,0.68, 2.12, -1.54, 2.21, 1.52, 6.89, repro,
2009-03-21,-0.15, 2.43, -2.04, 2.21, 1.53, 6.9, repro,
2009-03-22,-1.41, 2.09, -2.76, 2.19, 1.53, 6.85, repro,
2009-03-23,-1.76, 2.62, -4.37, 2.2, 1.53, 6.89, repro,
2009-03-24,-0.69, 1.95, -6.39, 2.22, 1.55, 6.97, repro,
2009-03-25,-1.35, 1.57, -5.37, 2.23, 1.55, 6.98, repro,
2009-03-26,-0.23, 2.16, -3.87, 2.21, 1.53, 6.89, repro,
2009-03-27,-1.49, 1.44, -2.32, 2.26, 1.54, 6.97, repro,
2009-03-28,-1.24, 0.61, -5.20, 2.25, 1.54, 6.92, repro,
2009-03-29,0.25, -0.20, -4.82, 2.25, 1.56, 6.98, repro,
2009-03-30,-1.32, 0.78, -6.52, 2.27, 1.56, 7.05, repro,
2009-03-31,-0.60, 1.40, -8.27, 2.28, 1.55, 7.01, repro,
2009-04-01,-0.47, 1.14, -4.41, 2.25, 1.56, 7.02, repro,
2009-04-02,-0.68, -0.02, -8.34, 2.31, 1.58, 7.17, repro,
2009-04-03,-1.52, 0.31, -10.29, 2.28, 1.58, 7.12, repro,
2009-04-04,-1.17, 0.87, -13.58, 2.26, 1.55, 7, repro,
2009-04-05,0.35, 0.88, -18.29, 2.28, 1.56, 7.03, repro,
2009-04-06,-0.03, 1.77, -13.74, 2.28, 1.55, 7.01, repro,
2009-04-07,-0.12, 1.94, -7.50, 2.28, 1.55, 7, repro,
2009-04-08,-1.53, 0.85, -1.38, 2.25, 1.53, 6.93, repro,
2009-04-09,-2.32, -0.02, -9.39, 2.31, 1.59, 7.15, repro,
2009-04-10,-1.19, 1.16, -11.99, 2.27, 1.55, 7.03, repro,
2009-04-11,-2.85, 0.83, -10.01, 2.28, 1.54, 7, repro,
2009-04-12,-1.41, 1.86, -11.82, 2.27, 1.54, 6.98, repro,
2009-04-13,-1.85, 2.01, -8.93, 2.3, 1.58, 7.09, repro,
2009-04-14,-0.86, 1.84, -4.70, 2.27, 1.55, 7.03, repro,
2009-04-15,-1.32, 1.93, -0.18, 2.27, 1.56, 7.08, repro,
2009-04-16,-0.51, 2.07, -10.49, 2.28, 1.55, 7.06, repro,
2009-04-17,-0.27, 1.63, -18.31, 2.28, 1.54, 7.04, repro,
2009-04-18,-0.50, 1.33, -14.66, 2.27, 1.54, 6.98, repro,
2009-04-19,-1.10, 0.61, -11.40, 2.27, 1.54, 7.01, repro,
2009-04-20,-1.82, 1.58, -10.11, 2.27, 1.55, 7.03, repro,
2009-04-21,-0.78, 0.76, -9.85, 2.29, 1.56, 7.1, repro,
2009-04-22,-0.68, 1.35, -5.92, 2.29, 1.54, 7.05, repro,
2009-04-23,-2.74, 0.64, -4.81, 2.32, 1.57, 7.12, repro,
2009-04-24,-2.68, 1.67, -3.17, 2.32, 1.57, 7.13, repro,
2009-04-25,-1.87, 0.08, -11.07, 2.27, 1.53, 6.98, repro,
2009-04-26,-1.71, 1.42, -10.64, 2.3, 1.54, 7.02, repro,
2009-04-27,-1.21, 1.42, -10.62, 2.31, 1.57, 7.05, repro,
2009-04-28,0.03, 1.87, -14.34, 2.29, 1.55, 7.04, repro,
2009-04-29,-0.80, 1.93, -11.61, 2.33, 1.6, 7.17, repro,
2009-04-30,-1.07, 1.64, -11.44, 2.31, 1.6, 7.1, repro,
2009-05-01,-1.36, 1.59, -7.26, 2.33, 1.58, 7.11, repro,
2009-05-02,-1.90, 1.27, -3.93, 2.27, 1.53, 6.94, repro,
2009-05-03,-0.98, 2.47, -6.07, 2.28, 1.53, 6.94, repro,
2009-05-04,-2.04, 1.78, -2.65, 2.29, 1.54, 7.03, repro,
2009-05-05,2.15, 2.24, -8.04, 2.26, 1.52, 6.91, repro,
2009-05-06,-1.03, 1.36, -6.35, 2.28, 1.52, 6.93, repro,
2009-05-07,-2.01, 0.39, -8.18, 2.33, 1.58, 7.08, repro,
2009-05-08,-1.53, 2.23, -10.09, 2.27, 1.52, 6.92, repro,
2009-05-09,-0.92, 2.38, -9.57, 2.26, 1.53, 6.93, repro,
2009-05-10,-1.58, 2.41, -10.73, 2.24, 1.52, 6.88, repro,
2009-05-11,-2.64, 0.90, -9.15, 2.26, 1.53, 6.92, repro,
2009-05-12,-1.65, 0.10, -8.52, 2.39, 1.61, 7.27, repro,
2009-05-13,-1.65, 0.79, -4.99, 2.32, 1.57, 7.1, repro,
2009-05-14,-1.61, 1.79, -6.29, 2.28, 1.54, 7.01, repro,
2009-05-15,-0.09, 1.51, -9.04, 2.25, 1.52, 6.92, repro,
2009-05-16,-0.52, 1.86, -9.36, 2.24, 1.52, 6.9, repro,
2009-05-17,-0.89, 1.20, -11.43, 2.26, 1.52, 6.9, repro,
2009-05-18,-2.12, 1.83, -10.91, 2.27, 1.54, 6.96, repro,
2009-05-19,-0.30, -0.30, -4.34, 2.3, 1.56, 7.11, repro,
2009-05-20,-0.25, 0.59, -5.33, 2.26, 1.53, 6.99, repro,
